id,timestamp,url,tweet,replies,retweets,quotes,likes
1.89773E+17,4/10/2012 17:54,https://twitter.com/JoeBiden/status/189773314288402432,"Joe: ""We're not only fighting to keep jobs in this country, we're fighting to bring jobs back to this country."" http://t.co/oQXBjj1N",16,44,0,7
1.89813E+17,4/10/2012 20:32,https://twitter.com/JoeBiden/status/189813040856825856,Congress is scheduled to vote on the Buffett Rule next week. Why do you support a fairer tax system? http://t.co/Piruuqan,26,26,0,3
1.90129E+17,4/11/2012 17:28,https://twitter.com/JoeBiden/status/190129116622761984,"RT @BarackObama: The Republican primary is all but over, and this race is on. Are you ready? http://t.co/VdHE7Ayb",18,29,0,11
1.90146E+17,4/11/2012 18:35,https://twitter.com/JoeBiden/status/190146175008112640,Heads up: We'll be livestreaming the Vice President's New Hampshire speech on the #BuffettRule tomorrow. Watch this space for details.,7,11,0,4
1.90172E+17,4/11/2012 20:19,https://twitter.com/JoeBiden/status/190172245975502848,High five. http://t.co/ZNnRhyVE,28,443,0,208
1.90199E+17,4/11/2012 22:04,https://twitter.com/JoeBiden/status/190198707449372673,RT @OFA_NH: #Exeter gets ready for @JoeBiden’s #BuffettRule speech here tomorrow: http://t.co/8YZjlEqe,1,8,0,3
1.90222E+17,4/11/2012 23:35,https://twitter.com/JoeBiden/status/190221525117448192,Compare your tax rate to Mitt Romney's: http://t.co/R0vmjGJe #BuffettRule,25,64,0,7
1.90454E+17,4/12/2012 15:00,https://twitter.com/JoeBiden/status/190454419035398145,"The Vice President is speaking about the #BuffettRule in Exeter, New Hampshire at 12:15pm ET—tune in here: http://t.co/QK0yYL8X",22,89,0,21
1.90468E+17,4/12/2012 15:54,https://twitter.com/JoeBiden/status/190468063236337664,Watch Vice President Biden’s speech live: http://t.co/uYcZa0vK #BuffettRule,5,19,0,2
1.90468E+17,4/12/2012 15:55,https://twitter.com/JoeBiden/status/190468245638221824,The Vice President's speech will be live-tweeted on @Obama2012.,2,12,0,2
1.90508E+17,4/12/2012 18:34,https://twitter.com/JoeBiden/status/190508166717517825,"RT @Obama2012: ""The President and I believe in a fair shot and a fair shake.""—VP @JoeBiden #BuffettRule",14,23,0,4
1.90594E+17,4/13/2012 0:16,https://twitter.com/JoeBiden/status/190594251615240192,The Vice President made the case for economic fairness and a strong middle class in New Hampshire today. http://t.co/GXHRrVec,12,26,0,8
1.90606E+17,4/13/2012 1:01,https://twitter.com/JoeBiden/status/190605642581549056,Here's the full video of VP Biden's speech on the #BuffettRule in New Hampshire this morning: http://t.co/RFhqv9o8,7,27,0,7
1.9062E+17,4/13/2012 1:58,https://twitter.com/JoeBiden/status/190619904238563330,"Karen in NH: “It’s about time the tax code was refurbished so it not only benefits the wealthy but helps everybody."" http://t.co/bn8gX353",140,268,0,62
1.90826E+17,4/13/2012 15:39,https://twitter.com/JoeBiden/status/190826443322818561,Join Vice President Biden and special guests for a #Gen44 event in D.C. on April 17th: http://t.co/8SUwSQoW,0,15,0,4
1.90872E+17,4/13/2012 18:41,https://twitter.com/JoeBiden/status/190872265120940034,Photo of the day: VP Biden greets a little Granite Stater during a campaign stop. http://t.co/4T8hb8Qk,8,17,0,7
1.90896E+17,4/13/2012 20:16,https://twitter.com/JoeBiden/status/190896173958168577,"While Romney stalls on releasing his tax returns, take a look back at 12 years of the President and VP’s taxes: http://t.co/2HRmoZFD",19,89,0,14
1.90922E+17,4/13/2012 22:00,https://twitter.com/JoeBiden/status/190922422483042304,The Vice President sat down for a chat with @edshow’s Ed Schultz yesterday: http://t.co/VqmUoOla,11,24,0,5
1.91186E+17,4/14/2012 15:27,https://twitter.com/JoeBiden/status/191185984912752641,Today in favorite Joe photos: The VP reacts to a joke during a Motown tribute concert at the White House this February. http://t.co/t09W5Q9N,5,35,0,32
1.91923E+17,4/16/2012 16:16,https://twitter.com/JoeBiden/status/191922916563222528,"“In America, we’re not supposed to have a system that's rigged.”—Vice President Biden on the common-sense #BuffettRule",21,48,0,7
1.91951E+17,4/16/2012 18:09,https://twitter.com/JoeBiden/status/191951432654663680,"As the Senate nears a vote on the #BuffettRule, tweet your senators and ask them to support it: http://t.co/1ILd91FS",17,41,0,4
1.92295E+17,4/17/2012 16:55,https://twitter.com/JoeBiden/status/192295285098156032,Expecting a great crowd at the #Gen44 event tonight—looking forward to seeing you all there. –Joe,9,17,0,6
1.92372E+17,4/17/2012 22:01,https://twitter.com/JoeBiden/status/192372300979519488,"Favorite Joe photos, vol. 2: http://t.co/f4S9DjDG",10,59,0,47
1.92451E+17,4/18/2012 3:13,https://twitter.com/JoeBiden/status/192450734799847424,"Fired-up crowd at the Howard Theatre this evening. Thanks for coming out, guys. —Joe",7,40,0,9
1.92658E+17,4/18/2012 16:57,https://twitter.com/JoeBiden/status/192658120269500416,RT @LatinosforObama: Today is the national launch of @LatinosforObama – become a part of it here: http://t.co/FtQV99jb #Latinos2012,9,8,0,2
1.9268E+17,4/18/2012 18:23,https://twitter.com/JoeBiden/status/192679673308782593,Granddaughter Naomi introduced me at #Gen44 event last night. She said young people have to turn out the vote this year—she's right. –Joe,10,37,0,6
1.92714E+17,4/18/2012 20:41,https://twitter.com/JoeBiden/status/192714383175069697,"RT @VP: VP today on reauthorizing #VAWA: ""What are we arguing about? This shouldn’t be hard.""",5,26,0,9
1.92724E+17,4/18/2012 21:18,https://twitter.com/JoeBiden/status/192723684140654593,"RT @VP: VP Biden: ""No woman should be victimized purely because someone else had more physical power or more economic power"" #VAWA",14,114,2,15
1.92753E+17,4/18/2012 23:16,https://twitter.com/JoeBiden/status/192753468186959875,"Watch Vice President Biden make the case for reauthorizing the #VAWA, which he authored as a senator: http://t.co/yzcMDY1I",4,17,0,7
1.93047E+17,4/19/2012 18:43,https://twitter.com/JoeBiden/status/193047199297445888,A favorite photo: Joe gets barbecue with his son Beau during the 2008 Democratic National Convention in Denver. http://t.co/oxtdDhCn,7,9,0,13
1.93081E+17,4/19/2012 20:58,https://twitter.com/JoeBiden/status/193081247776505856,Joe Biden tells @Esquiremag what he’s learned so far: http://t.co/v3CuP5NC,7,14,0,9
1.93386E+17,4/20/2012 17:10,https://twitter.com/JoeBiden/status/193386289544970240,Joe spells out why organizing for #Obama2012 now will make all the difference in November: http://t.co/gNbj6vBd,12,21,0,5
1.93734E+17,4/21/2012 16:10,https://twitter.com/JoeBiden/status/193733508651425793,Joe told @CARandDRIVER about his passion for cars—and why President Obama’s auto industry rescue was the right move: http://t.co/h61YiZLN,7,17,0,2
1.9445E+17,4/23/2012 15:37,https://twitter.com/JoeBiden/status/194450021532442628,"On Thursday, VP Biden will make a campaign stop at NYU to talk about national security.",0,10,0,3
1.9445E+17,4/23/2012 15:38,https://twitter.com/JoeBiden/status/194450291834359809,"To tee up the VP’s speech, we’ll be spotlighting the Vice President’s foreign policy work—stay tuned for stories and photos all week long.",5,8,0,3
1.94465E+17,4/23/2012 16:35,https://twitter.com/JoeBiden/status/194464639545909250,"During a visit to the Middle East in 2010, the VP spoke of the close bond between the U.S. and Israel: http://t.co/Obihd3ts",3,12,1,5
1.9453E+17,4/23/2012 20:53,https://twitter.com/JoeBiden/status/194529576205025281,"In May 2010, the VP reaffirmed U.S. solidarity with a unified EU in an address to the European Parliament: http://t.co/QhKwAL21",2,5,0,2
1.94851E+17,4/24/2012 18:10,https://twitter.com/JoeBiden/status/194850770959609856,VP national security speech week: Check out photos from the Vice President’s trip to China last summer. http://t.co/QIhNEwvY,5,9,1,3
1.94854E+17,4/24/2012 18:22,https://twitter.com/JoeBiden/status/194853740040302592,Read Vice President Biden’s op-ed on the benefits of a strong U.S.-China relationship: http://t.co/eOCdagLc,194,65,96,37
1.94881E+17,4/24/2012 20:09,https://twitter.com/JoeBiden/status/194880773839519746,"Watch highlights from the VP’s 2011 trip to Asia, including a visit with Japanese earthquake survivors: http://t.co/oStlnBVw",1,12,0,2
1.94929E+17,4/24/2012 23:22,https://twitter.com/JoeBiden/status/194929312938459136,"The VP spoke about the importance of building a sovereign, stable Afghanistan in January 2011: http://t.co/ZrulCduN",10,4,0,3
1.95176E+17,4/25/2012 15:43,https://twitter.com/JoeBiden/status/195176336346710016,"VP national security speech week: In December, the VP marked the end of combat operations in Iraq. http://t.co/LMXUKtHz",0,13,0,19
1.95204E+17,4/25/2012 17:34,https://twitter.com/JoeBiden/status/195204064395538432,Photo gallery: The Vice President explores Turkey during a December 2011 trip. http://t.co/7L3yxzkq,3,6,1,4
1.95262E+17,4/25/2012 21:25,https://twitter.com/JoeBiden/status/195262295469862914,"There’s an #Obama2012 weekend of action coming up, and Joe wants you to get involved—see what’s going on in your town: http://t.co/6hZxdLm6",31,112,0,36
1.95302E+17,4/26/2012 0:05,https://twitter.com/JoeBiden/status/195302471839645696,Tune in to http://t.co/iLAnMhdW tomorrow at 10:30am ET—we’ll be streaming VP Biden’s national security speech from NYU.,10,24,0,5
1.95517E+17,4/26/2012 14:16,https://twitter.com/JoeBiden/status/195516676576514050,The live stream of VP Biden’s foreign policy speech kicks off at 10:30am ET—watch at http://t.co/iLAnMhdW,6,12,0,3
1.95566E+17,4/26/2012 17:33,https://twitter.com/JoeBiden/status/195566368081461249,.@JoeBiden on President Obama: “He set in motion a policy that ended the war in Iraq responsibly.”,25,71,7,94
1.95567E+17,4/26/2012 17:38,https://twitter.com/JoeBiden/status/195567451830890496,Vice President Biden: “Gov. Romney’s foreign and security policy would return us to the past we have worked so hard to move beyond.”,10,28,0,6
1.95568E+17,4/26/2012 17:40,https://twitter.com/JoeBiden/status/195568130460876800,"VPOTUS: “We’ve taken more terrorists off the battlefield in the last 3 years than in the previous 8, putting al-Qaeda on a path to defeat.”",4,58,0,8
1.95569E+17,4/26/2012 17:46,https://twitter.com/JoeBiden/status/195569465834999809,"“We made the G-20 a new forum for international economic coordination, recognizing the reality of the 21st century.”—Vice President Biden",2,6,0,5
1.95571E+17,4/26/2012 17:51,https://twitter.com/JoeBiden/status/195570763632353282,"VPOTUS: “Gov. Romney reflexively criticizes the President’s policies, and almost in every case without offering any specific alternative.”",5,45,0,5
1.95572E+17,4/26/2012 17:57,https://twitter.com/JoeBiden/status/195572441668526081,"VP Biden: “To the extent Governor Romney has shown any foreign policy vision, it is through the glass of a rearview mirror.”",12,85,0,10
1.95574E+17,4/26/2012 18:02,https://twitter.com/JoeBiden/status/195573651486146561,"VP: “There’s no country better positioned to lead the world in the 21st century than the U.S., but only if we stay on the course we’re on.”",11,32,0,11
1.95692E+17,4/27/2012 1:54,https://twitter.com/JoeBiden/status/195692287328657409,“The Violence Against Women Act is as important today as it’s ever been.”—VPOTUS urging the House to pass #VAWA after the Senate vote today,19,85,0,10
1.95894E+17,4/27/2012 15:17,https://twitter.com/JoeBiden/status/195894382010974209,The VP gave a speech on national security yesterday at NYU—watch his full remarks: http://t.co/42wgNnQp,2,10,0,5
1.9591E+17,4/27/2012 16:17,https://twitter.com/JoeBiden/status/195909513830871040,"VP national security speech week: Biden hails the successful ""reset"" of U.S.-Russia relations in 2011. http://t.co/hq5bTKCe",16,47,20,37
1.95937E+17,4/27/2012 18:06,https://twitter.com/JoeBiden/status/195936936773419008,VP Biden led the U.S. delegation to South Africa for the 2010 World Cup—get his take on the experience: http://t.co/lqZ8jA6x,4,7,0,5
1.95966E+17,4/27/2012 20:02,https://twitter.com/JoeBiden/status/195966131255787521,"In March, the VP traveled to Mexico and Honduras to talk economic and security issues: http://t.co/mBF1TWNM",1,9,0,3
1.95996E+17,4/27/2012 22:01,https://twitter.com/JoeBiden/status/195996158055817216,Recap the VP's 2009 trip to Chile and Costa Rica and read the op-ed he wrote for Latin American newspapers: http://t.co/i6sCWmsa,5,5,0,3
1.96017E+17,4/27/2012 23:22,https://twitter.com/JoeBiden/status/196016577471193088,There’s still time to get in on the #Obama2012 Voter Registration Weekend of Action—find an event near you: http://t.co/1sNXkP58,7,29,0,4
1.96285E+17,4/28/2012 17:08,https://twitter.com/JoeBiden/status/196284758366502913,A favorite Joe photo: The President and VP walking together at a Chrysler plant in Indiana. http://t.co/zyruYyd6,21,65,0,55
1.9663E+17,4/29/2012 15:59,https://twitter.com/JoeBiden/status/196629784854396928,Joe fans: Be sure to bookmark the new VP Biden page on the #Obama2012 website for updates from the campaign trail: http://t.co/jLFjMT7q,2,17,0,6
1.97009E+17,4/30/2012 17:05,https://twitter.com/JoeBiden/status/197008860526030849,The VP spoke to @LaRedHispana about how President Obama’s policies are benefiting Latinos: http://t.co/LMXl7lOI,8,11,0,3
1.97444E+17,5/1/2012 21:55,https://twitter.com/JoeBiden/status/197444055918063616,"Dr. Biden spoke in Kansas City, Missouri about the role community colleges play in developing a 21st century workforce: http://t.co/pJvlFyEh",2,16,0,8
1.97468E+17,5/1/2012 23:31,https://twitter.com/JoeBiden/status/197468288245178369,Take a look back through Joe’s career with these photos (via @TPM): http://t.co/GRehp98f,8,11,0,8
1.98091E+17,5/3/2012 16:46,https://twitter.com/JoeBiden/status/198091236517744640,VP Biden spoke at @LafCol in Pennsylvania last night—the same school his great-grandfather attended: http://t.co/TAkS2auH,3,11,0,4
1.98116E+17,5/3/2012 18:26,https://twitter.com/JoeBiden/status/198116408956166144,RT @VP: PHOTO: VP Biden tours the archives of @LafCol – where his great-grandfather and great uncles enrolled. http://t.co/jMTHyMEW,4,16,0,3
1.9816E+17,5/3/2012 21:21,https://twitter.com/JoeBiden/status/198160328519991296,"RT @VP: PHOTO: VP Biden celebrates Cinco de Mayo a few days early at a breakfast at the Naval Observatory, 5/2/12. http://t.co/1Sbk8s1J",3,15,0,5
1.98432E+17,5/4/2012 15:19,https://twitter.com/JoeBiden/status/198431588189618176,The Obama-Biden campaign kicks into high gear with a rally in Columbus tomorrow—watch live at 12:30pm ET: http://t.co/OtrSPnTf,5,19,0,6
1.98451E+17,5/4/2012 16:36,https://twitter.com/JoeBiden/status/198451042243985408,Get in on the #Obama2012 rally action this Saturday from home—your note or photo could be featured on the livestream: http://t.co/MLJRX6ji,11,23,0,5
1.98466E+17,5/4/2012 17:35,https://twitter.com/JoeBiden/status/198465877799223296,VP Biden hosted a Cinco de Mayo breakfast this week—keep the celebration going by following @LatinosforObama. #FF,3,21,0,6
1.98581E+17,5/5/2012 1:12,https://twitter.com/JoeBiden/status/198580862730768384,VP Biden talked to the @YWCAUSA today about the importance of reauthorizing the #VAWA: http://t.co/0v3Txn5U,3,19,0,7
1.98591E+17,5/5/2012 1:53,https://twitter.com/JoeBiden/status/198591315439665152,Learn more about the VP’s efforts to combat teen dating violence: http://t.co/kBlzIlQj #1is2Many,4,24,0,6
1.98778E+17,5/5/2012 14:14,https://twitter.com/JoeBiden/status/198777710431051776,Let’s get this show on the road: Tune in to http://t.co/OtrSPnTf at 12:45pm ET for the first #Obama2012 campaign rally of the year.,3,51,0,9
1.98792E+17,5/5/2012 15:10,https://twitter.com/JoeBiden/status/198791882216701952,Attending one of the rallies in person or taking part online? Tweet your thoughts and photos with the hashtag #Obama2012,8,22,0,7
1.98901E+17,5/5/2012 22:24,https://twitter.com/JoeBiden/status/198900985656123392,"It’s great to see people so fired up at the President’s rallies today—I'm ready to go for the next six months, hope you are too. –Joe",32,121,0,22
1.98901E+17,5/5/2012 22:26,https://twitter.com/JoeBiden/status/198901460686213120,Let’s get this President the second term he deserves. –Joe,75,266,3,40
1.9952E+17,5/7/2012 15:23,https://twitter.com/JoeBiden/status/199519718653177857,In case you could use a cup of Joe in your day: http://t.co/L0OHp0Fu,19,27,1,6
1.99945E+17,5/8/2012 19:34,https://twitter.com/JoeBiden/status/199945449757618177,Dr. Jill Biden encouraged graduates from @BrowardCollege to “lift up others” at their commencement last Friday: http://t.co/PPhi0vRz,6,8,0,3
2.00068E+17,5/9/2012 3:42,https://twitter.com/JoeBiden/status/200068107685994496,"RT @VP: The Senate lost a brilliant strategic mind, a man with absolute integrity. He will be missed. -VP on @senatorlugar",11,48,0,8
2.00269E+17,5/9/2012 17:01,https://twitter.com/JoeBiden/status/200269248684232705,The newest #Obama2012 ad is a look at the progress we've made these last few years: http://t.co/ayGHrqEU,31,37,0,8
2.0063E+17,5/10/2012 16:54,https://twitter.com/JoeBiden/status/200629999429103619,Two years ago today: Elena Kagan poses with the VP and President Obama on the day she’s nominated to the Supreme Court. http://t.co/SRGOR6Bn,52,188,0,87
2.00668E+17,5/10/2012 19:24,https://twitter.com/JoeBiden/status/200667601150545920,VP Biden made a cameo on Jeopardy last night: http://t.co/QjUZTxr3,6,12,0,6
2.00991E+17,5/11/2012 16:49,https://twitter.com/JoeBiden/status/200991029065826305,The VP’s welcoming some #TopCops to the White House tomorrow as part of his long-standing commitment to our nation’s first responders.,3,8,0,4
2.00997E+17,5/11/2012 17:12,https://twitter.com/JoeBiden/status/200996747827359746,"In February, VP Biden praised a new public safety broadband network that will keep firefighters, cops, and EMTs safer: http://t.co/fXvMn5xp",11,14,0,3
2.01057E+17,5/11/2012 21:13,https://twitter.com/JoeBiden/status/201057383949144064,"In 2009, VP Biden helped secure $1 billion in grants to hire and rehire police officers around the country: http://t.co/4HvmDaJv",109,642,251,449
2.02099E+17,5/14/2012 18:12,https://twitter.com/JoeBiden/status/202099012071985152,VP Biden’s swinging through the Buckeye State this week—we’ll be tweeting about his trip with the hashtag #MadeInOhio,8,25,0,5
2.02112E+17,5/14/2012 19:02,https://twitter.com/JoeBiden/status/202111785229234178,Start getting fired up: Check out the speech the VP gave to @UAW autoworkers in Toledo this March. http://t.co/k16J7FW5 #MadeInOhio,5,22,0,6
2.02142E+17,5/14/2012 21:03,https://twitter.com/JoeBiden/status/202141992141078529,"Thanks to President Obama’s auto industry rescue, Ohio has been on a steady road to recovery: http://t.co/c4sIcsUF #MadeInOhio",19,78,0,10
2.0276E+17,5/16/2012 13:56,https://twitter.com/JoeBiden/status/202759508416663552,The VP’s headed to the Buckeye State today for a two-day visit—stay tuned for updates from the road. #MadeInOhio,4,19,0,3
2.0278E+17,5/16/2012 15:16,https://twitter.com/JoeBiden/status/202779651985256450,A powerful video everyone should see: http://t.co/fths5MNo,0,35,0,11
2.02794E+17,5/16/2012 16:13,https://twitter.com/JoeBiden/status/202794028935294976,"RT @OFA_OH: Volunteers are the beating heart of this campaign, and they're fired up for @JoeBiden! #MadeInOhio http://t.co/R7jwmC0N",1,16,0,4
2.02811E+17,5/16/2012 17:21,https://twitter.com/JoeBiden/status/202810990583230464,"In Ohio, 1 in 8 jobs relate to the auto industry—that’s 848,000 Ohioans whose jobs are more secure thanks to President Obama. #MadeInOhio",103,648,0,92
2.02826E+17,5/16/2012 18:22,https://twitter.com/JoeBiden/status/202826418630037505,Join Iowa's #Women2012 leaders call with Dr. Jill Biden tonight to discuss what’s at stake this November: http://t.co/1tsZ7N6Q,7,34,0,4
2.02931E+17,5/17/2012 1:17,https://twitter.com/JoeBiden/status/202930743767347200,"Vice President Biden stopped by to say thanks to firefighters in Salem, Ohio today. http://t.co/V4nGBVyH",15,62,0,10
2.03138E+17,5/17/2012 14:59,https://twitter.com/JoeBiden/status/203137548497846273,“It’s not just that manufacturing’s coming back. The middle class is coming back. America is coming back.”—VP Biden in Youngstown yesterday,33,47,0,12
2.03163E+17,5/17/2012 16:38,https://twitter.com/JoeBiden/status/203162605123153920,VP Biden in Ohio: “There are signs of life and hope in the heartland.” http://t.co/iTzx3haF,12,32,6,12
2.03189E+17,5/17/2012 18:21,https://twitter.com/JoeBiden/status/203188620209819648,"Four years ago, President Obama promised to bring back American manufacturing—and he's keeping his word: http://t.co/98qUU4sj #MadeInOhio",118,442,0,73
2.03282E+17,5/18/2012 0:33,https://twitter.com/JoeBiden/status/203282216732725248,"RT @BeauBiden: Pres @BarackObama puts jobs, education &amp; health care for veterans first. They earned it. @Vets4Obama http://t.co/CqcfXqw3 -BB",13,33,0,8
2.03294E+17,5/18/2012 1:21,https://twitter.com/JoeBiden/status/203294127213903872,Blue skies and sunshine greeted Vice President Biden in Ohio this morning. http://t.co/3XaQaTIC,14,32,0,21
2.03584E+17,5/18/2012 20:32,https://twitter.com/JoeBiden/status/203583862301921281,"""If you give them a fair shot, ordinary American people will never let the country down.”—VP Biden in Martins Ferry, Ohio yesterday",19,59,0,14
2.04619E+17,5/21/2012 17:05,https://twitter.com/JoeBiden/status/204619015644123138,A new way to follow Joe as he crisscrosses the country for #Obama2012—presenting the “Joe on the road” Pinterest board: http://t.co/Rg0gtY7x,14,31,0,8
2.04948E+17,5/22/2012 14:54,https://twitter.com/JoeBiden/status/204948319406006273,RT @aadaro: Full house of @vets4obama fired up and ready to go @OFA_NC with @beaubiden #VeteransforObama http://t.co/G94btHzw,4,25,0,11
2.04979E+17,5/22/2012 16:54,https://twitter.com/JoeBiden/status/204978613546786816,New photos from the VP’s #MadeInOhio tour last week: http://t.co/mdFWH6pU,5,8,0,3
2.05003E+17,5/22/2012 18:31,https://twitter.com/JoeBiden/status/205002859371167745,The VP’s plan for today: talking to grassroots supporters all over New Hampshire.,6,13,0,5
2.05014E+17,5/22/2012 19:13,https://twitter.com/JoeBiden/status/205013503541645312,"RT @hramer: Vice President Joe Biden greets firefighters in Manchester, NH http://t.co/ynNzhPqB",8,15,0,7
2.05332E+17,5/23/2012 16:19,https://twitter.com/JoeBiden/status/205332044136448000,Randy tells the story of how Mitt Romney's firm forced his company into bankruptcy and walked away with millions: http://t.co/j7g4t4E6,15,29,0,5
2.05339E+17,5/23/2012 16:46,https://twitter.com/JoeBiden/status/205338853932937219,Thanks to Randy Johnson for sharing his story about the impact of Romney economics—let's fight to keep different values in the WH. –Joe,5,19,0,3
2.05368E+17,5/23/2012 18:42,https://twitter.com/JoeBiden/status/205368034301460481,“Our focus on the middle class is a reflection on the fundamental economic story of the journey of the history of this country.”—VP Biden,20,38,0,10
2.05419E+17,5/23/2012 22:05,https://twitter.com/JoeBiden/status/205419232761090049,More great pics from the VP’s campaign trip through Ohio and Pennsylvania: http://t.co/hsVPbY2S,6,10,0,5
2.05753E+17,5/24/2012 20:11,https://twitter.com/JoeBiden/status/205752819704279041,Lunch summit. http://t.co/fPoEKGwM,10,40,1,38
2.05782E+17,5/24/2012 22:08,https://twitter.com/JoeBiden/status/205782381142093824,The VP fired up #Obama2012 supporters in New Hampshire this week: http://t.co/X6q0qjSV,5,12,0,4
2.06058E+17,5/25/2012 16:21,https://twitter.com/JoeBiden/status/206057500733210624,Dr. Jill Biden announced a new way to honor our nation’s servicemembers earlier this month: http://t.co/XgPdbAGP,6,21,0,6
2.06105E+17,5/25/2012 19:30,https://twitter.com/JoeBiden/status/206104891075203072,"RT @OFA_NC: In Charlotte yesterday @JoeBiden was greeted by ""Fired up, ready for Joe!"" by an enthusiastic @OFA_NC team. http://t.co/QIHFrka4",13,32,0,12
2.06413E+17,5/26/2012 15:53,https://twitter.com/JoeBiden/status/206412700639703042,"Three years ago today, VP Biden joined President Obama as he nominated Sonia Sotomayor to the Supreme Court: http://t.co/b7xipcl4",11,58,0,18
2.07133E+17,5/28/2012 15:33,https://twitter.com/JoeBiden/status/207132575356039168,Today we honor our nation’s fallen heroes who made the ultimate sacrifice for their country. We will never forget.  – Joe,26,165,0,30
2.07532E+17,5/29/2012 18:00,https://twitter.com/JoeBiden/status/207531857577918464,"Get to know Joe's son @BeauBiden—a major in the Delaware Army National Guard, public servant, and @Vets4Obama advocate: http://t.co/qXOO4f0W",9,33,0,5
2.07857E+17,5/30/2012 15:33,https://twitter.com/JoeBiden/status/207857212155117569,The President and First Lady recorded a special message for servicemembers to mark the launch of @Vets4Obama: http://t.co/xdcV4Gbk,7,31,0,11
2.07895E+17,5/30/2012 18:05,https://twitter.com/JoeBiden/status/207895494494658560,January 2011: VP Biden travels with Gen. David Petraeus aboard a Chinook helicopter in Afghanistan. http://t.co/e3IVp4jU,15,30,5,48
2.07936E+17,5/30/2012 20:44,https://twitter.com/JoeBiden/status/207935598835671040,"From career counseling to tax credits, find out what President Obama is doing to help military families: http://t.co/qSJnlBxR",1,18,0,6
2.07957E+17,5/30/2012 22:11,https://twitter.com/JoeBiden/status/207957461552988160,President Obama is standing up for those who serve—join Veterans and Military Families for Obama to stand with him: http://t.co/7k4EOIID,24,52,0,10
2.08228E+17,5/31/2012 16:04,https://twitter.com/JoeBiden/status/208227567252156416,"As a military mom, Dr. Jill Biden knows how important it is that we provide long-term support to our veterans: http://t.co/mXXdEDwf",6,15,0,11
2.08259E+17,5/31/2012 18:10,https://twitter.com/JoeBiden/status/208259288647483392,Read Dr. Biden’s powerful account of her son’s deployment to Iraq in 2008: http://t.co/ur4Cvh90,2,10,0,7
2.08294E+17,5/31/2012 20:27,https://twitter.com/JoeBiden/status/208293581461528576,It’s Barack’s last campaign—chip in what you can before tonight’s important fundraising deadline: http://t.co/pCeExaf5,8,28,0,3
2.08353E+17,6/1/2012 0:23,https://twitter.com/JoeBiden/status/208352943630585856,Get the facts on President Obama’s record of preserving our sacred trust with our servicemembers and veterans: http://t.co/MARj3Av3,10,50,0,8
2.0862E+17,6/1/2012 18:03,https://twitter.com/JoeBiden/status/208619916507619328,"Last December, VP Biden welcomed home sailors of the USS Gettysburg after a deployment to the Middle East: http://t.co/a2jvpmTY",4,9,0,4
2.08654E+17,6/1/2012 20:21,https://twitter.com/JoeBiden/status/208654410207870976,"For all the latest on #Obama2012’s work with vets and military families, follow @Vets4Obama, @BeauBiden, and @JoiningForces. #FF",3,36,0,7
2.0869E+17,6/1/2012 22:43,https://twitter.com/JoeBiden/status/208690177017774080,The VP on the promises the Obama administration has kept to servicemembers and veterans: http://t.co/Xx2RHweT,13,30,0,10
2.10054E+17,6/5/2012 17:03,https://twitter.com/JoeBiden/status/210054130574704642,"VP Biden, @arneduncan, and @CFPB’s Richard Cordray announce plans to make college more affordable: http://t.co/tbIE6ikN",2,12,0,5
